,sentence,year_from,year_to
7922,со скапоцен миро,1989,1989
7923,тогаш твоите ученик свика,1989,1989
7924,смета секако дека,1989,1989
7925,ја погаѓаат твој мисла,1989,1989
7926,зошто ова миро отиде попусто,1989,1989
7927,а може да биде продадено,1989,1989
7928,за триесет сребреница,1989,1989
7929,и пара да им се раздадат на сиромаси,1989,1989
7930,но ти рече,1989,1989
7931,сиромасите секогаш ќе ги имате меѓу вас,1989,1989
7932,а мене не,1989,1989
7933,а во себе помисли,1989,1989
7934,о бездушник,1989,1989
7935,зошто ми го зацрнувате,1989,1989
7936,овој редок миг,1989,1989
7937,на чудесен земен љубов,1989,1989
7938,во мојот живот,1989,1989
7939,исусе боже наш,1989,1989
7940,те сака заради таа помисла,1989,1989
7941,татковина,1989,1989
7942,со замислени меѓа,1989,1989
7943,сум ја означи свој татковина,1989,1989
7944,сум постави белег на сите нејзини граница,1989,1989
7945,и на сите стратегиски точка,1989,1989
7946,на тераса над река езеро и над морски брег,1989,1989
7947,кај што сум седел долго со пријател,1989,1989
7948,во летен вечер,1989,1989
7949,при чашка црвено вина,1989,1989
7950,на пазаришта со раскошни боа и опојни мирис,1989,1989
7951,од есенски обилие,1989,1989
7952,на планински врв,1989,1989
7953,кога низ проретчени облак,1989,1989
7954,се открива поглед во далечен предели,1989,1989
7955,до кај што сум ја пронесол свој љубов,1989,1989
7956,дотаму е мој татковина,1989,1989
7957,а вие еј,1989,1989
7958,на што сте смисли да ја сведе,1989,1989
7959,осаменост,1989,1989
7960,ги изгуби собеседниците во себе,1989,1989
7961,лик на кои бев свикнат,1989,1989
7962,да им се обраќам,1989,1989
7963,да им довери најскришни работи,1989,1989
7964,да им покажувам колку сум духовит,1989,1989
7965,колку сум добар,1989,1989
7966,колку благороден,1989,1989
7967,готов да разбере сè,1989,1989
7968,а колку сепак страда,1989,1989
7969,сега врти глава од мене,1989,1989
7970,се прави да не ме слуша,1989,1989
7971,уште не ми се врекнале,1989,1989
7972,но јас чувствувам дека им пречи,1989,1989
7973,им здодевам,1989,1989
7974,и наш блискост им станува тешка,1989,1989
7975,глуво е во мене како во празен сал,1989,1989
7976,нема собеседница,1989,1989
7977,себесоздавање,1989,1989
7978,така со заемен сит притвор,1989,1989
7979,за да се покаже,1989,1989
7980,сигурни дека ќе мине неоткриен,1989,1989
7981,го гради ние ден за ден,1989,1989
7982,дури со година,1989,1989
7983,подобриот дел од себеси,1989,1989
7984,потоа како лут зима,1989,1989
7985,неочекуван вистина доаѓа,1989,1989
7986,и останува,1989,1989
7987,да виси во воздух,1989,1989
7988,уште малку,1989,1989
7989,призрачен,1989,1989
7990,таа наш личен зграда,1989,1989
7991,урнат е наш привид,1989,1989
7992,доцна,1989,1989
7993,да се измисли наново,1989,1989
7994,обврска,1989,1989
7995,сфати ја со сета сериозност,1989,1989
7996,оваа обврска,1989,1989
7997,уште посилен дека заемен,1989,1989
7998,и без да го знае досега тоа,1989,1989
7999,ние сме се задолжи да го чува,1989,1989
8000,спомен еден за друг,1989,1989
8001,ќе минат сите површен оддалечувања,1989,1989
8002,ќе дојде час на враќање,1989,1989
8003,кон загубеното,1989,1989
8004,за да се згрее душа мак малце,1989,1989
8005,на него,1989,1989
8006,како што изѕемнат ги грее,1989,1989
8007,рацете,1989,1989
8008,на жив жар под распретаната пепел,1989,1989
8009,годишнина i,1989,1989
8010,каква година во неа здиве пак,1989,1989
8011,една калемена слив,1989,1989
8012,горчлив плод станаа дниве,1989,1989
8013,скомина жив,1989,1989
8014,и сè што било среден јасно,1989,1989
8015,поплав луда го сруши,1989,1989
8016,и сама тињиште остана гнасно,1989,1989
8017,меѓу делените души,1989,1989
8018,над мат ре на два брега,1989,1989
8019,одвај нè сврзува спомен,1989,1989
8020,попусто подаваш рак сега,1989,1989
8021,кон еден човек ломен,1989,1989
8022,годишнина ii,1989,1989
8023,оваа вечер,1989,1989
8024,лани пролет,1989,1989
8025,беше необичен и невиден,1989,1989
8026,има ли некој,1989,1989
8027,освен мене,1989,1989
8028,да си ја спомина,1989,1989
8029,а сега вечерва,1989,1989
8030,еве,1989,1989
8031,ме тишти,1989,1989
8032,сето што било,1989,1989
8033,и што помина,1989,1989
8034,поука,1989,1989
8035,ти што кажуваше,1989,1989
8036,иако тогаш зелен и неопитен,1989,1989
8037,дека не сама со тело,1989,1989
8038,ами и со душа,1989,1989
8039,жена се сака,1989,1989
8040,еве сега да види и да сети,1989,1989
8041,за сигурно,1989,1989
8042,дека било токму така,1989,1989
8043,злостор,1989,1989
8044,што со година ме држело,1989,1989
8045,приврзан за живот,1989,1989
8046,сега се губи,1989,1989
8047,она девојче што јас го открив,1989,1989
8048,во тебе,1989,1989
8049,ти го уби,1989,1989
8050,тоа злостор на сон ми се кажа,1989,1989
8051,таа свика ужасен да ја спасам,1989,1989
8052,но сето се случи далеку од мене,1989,1989
8053,и во јаве,1989,1989
8054,таму,1989,1989
8055,каде што не можев да стасам,1989,1989
8056,приврзаност,1989,1989
8057,таа што почна да вене,1989,1989
8058,таа ме приврза мене,1989,1989
8059,верно исчекувам сега,1989,1989
8060,и кога далеку бег,1989,1989
8061,по една позен траг,1989,1989
8062,самрачен доаѓа тага,1989,1989
8063,жал што и таа вене,1989,1989
8064,сиот ме обзема мене,1989,1989
8065,чекање,1989,1989
8066,што чека така ден за ден,1989,1989
8067,и зошто толку напрегаш слух,1989,1989
8068,зошто си сосем занесен,1989,1989
8069,како да зашол твојот дух,1989,1989
8070,како да следи нечуен глас,1989,1989
8071,дури од некој далечен двор,1989,1989
8072,не чекај сам си во овој час,1989,1989
8073,никој не смисли за тебе збор,1989,1989
8074,судбина,1989,1989
8075,што сега усвит негде фати,1989,1989
8076,по сама свои желба зајде,1989,1989
8077,знам таа еднаш ќе се врати,1989,1989
8078,но мене нема да ме најде,1989,1989
8079,и тогаш ќе стане јасно,1989,1989
8080,под студен поглед на нем злост,1989,1989
8081,за каење е веќе касен,1989,1989
8082,го нема оној што ќе прости,1989,1989
8083,и исто чувство ќе ја демне,1989,1989
8084,што сега мене по ист траг,1989,1989
8085,безразличност од мраз што ѕемне,1989,1989
8086,во сета душа и сета снага,1989,1989
8087,на свое место ќе се стави,1989,1989
8088,што сега безумен се сплет,1989,1989
8089,и дури тогаш ќе се прави,1989,1989
8090,за мојот живот крајна смет,1989,1989
8091,знаме,1989,1989
8092,тоа беше чудесен ден,1989,1989
8093,од есенско сонце позлатен,1989,1989
8094,тоа не можев ни да го сонува,1989,1989
8095,дури и кога бев млад,1989,1989
8096,како црвено знаме те пронесов,1989,1989
8097,до моето десно рамено,1989,1989
8098,низ стар скопски улица,1989,1989
8099,под сончев водопад,1989,1989
8100,о мои црвен виулица,1989,1989
8101,допир,1989,1989
8102,по толку време,1989,1989
8103,ме страв,1989,1989
8104,дека сме сосем испразнети,1989,1989
8105,о камо ја онаа полнота,1989,1989
8106,на наш души,1989,1989
8107,што ќе зазвучи,1989,1989
8108,метален,1989,1989
8109,како гонг,1989,1989
8110,при најмал допир,1989,1989
8111,птица,1989,1989
8112,скулptура,1989,1989
8113,на тоа што е сама миг во живот,1989,1989
8114,бронза му дала привид на,1989,1989
8115,трајност,1989,1989
8116,двете птица се допре во лет,1989,1989
8117,и како за преграб и милувка,1989,1989
8118,ги вкрсти крилјата,1989,1989
8119,но сè минува во живот,1989,1989
8120,а смрт избира за секого,1989,1989
8121,свој час,1989,1989
8122,кога еден еднаш,1989,1989
8123,ќе го навали беспомошен главчето,1989,1989
8124,друг својот ужас ќе го огласи со крик,1989,1989
8125,но гладост ја тера,1989,1989
8126,и жедоста ја гони,1989,1989
8127,а крилјата ја силат,1989,1989
8128,да летне пак,1989,1989
8129,ој лозено,1989,1989
8130,сtилизација на народ pесна од кочанско,1989,1989
8131,ој лозено лозено девојка,1989,1989
8132,која гора зиме е зелен,1989,1989
8133,бршљангора зиме е зелен,1989,1989
8134,па и она самотвор не е,1989,1989
8135,и она се уз камен узвива,1989,1989
8136,ој лозено лозено девојка,1989,1989
8137,чија ли е душа огневита,1989,1989
8138,моминска е душа огневита,1989,1989
8139,па и она самородна не е,1989,1989
8140,и она се уз ерген вивнува,1989,1989
8141,македонски поет,1989,1989
8142,каква судбина,1989,1989
8143,да ти се чини дека прави,1989,1989
8144,најзалудна работа на свет,1989,1989
8145,а сепак рацин и вапцаров,1989,1989
8146,како два силен бор,1989,1989
8147,шуми,1989,1989
8148,и пак е,1989,1989
8149,сè,1989,1989
8150,со човечка смисла,1989,1989
8151,исполнет,1989,1989
8152,лажен пророк,1989,1989
8153,по еванgелиеtо,1989,1989
8154,ќе дојде време на лажен пророк,1989,1989
8155,што божем во мое име,1989,1989
8156,ќе ве збира по плоштад,1989,1989
8157,ќе крева врева до небеси,1989,1989
8158,ќе се бувта во града,1989,1989
8159,немојте да им верува,1989,1989
8160,тие мисли сама на себеси,1989,1989
8161,што дека прогласи,1989,1989
8162,дека ве спасува,1989,1989
8163,бес ги распина внатре,1989,1989
8164,душа да ви ги затре,1989,1989
8165,тие варосани гроб,1989,1989
8166,не да им стане роб,1989,1989
8167,пладне,1989,1989
8168,се закажува лето,1989,1989
8169,на мајско пладне во негата,1989,1989
8170,сенка и светлина,1989,1989
8171,се дела јасно порабени,1989,1989
8172,но воздух не трепет,1989,1989
8173,и далеку е жега,1989,1989
8174,како да дреме сонце,1989,1989
8175,зраците идат ослабени,1989,1989
8176,колку е убаво,1989,1989
8177,слава,1989,1989
8178,си доживеал како ќе профучи,1989,1989
8179,фуртуна,1989,1989
8180,се вијат витли прашишта,1989,1989
8181,се крши гранка и ќерамида,1989,1989
8182,и пак станува тихо,1989,1989
8183,си видел како ќе се разбесни море,1989,1989
8184,до бескрај,1989,1989
8185,со шум и лом,1989,1989
8186,и прскање на пењи,1989,1989
8187,и пак се пости во недоглед,1989,1989
8188,мазна површина,1989,1989
8189,не се повлекува плодна бразда по онега,1989,1989
8190,што не може со благ,1989,1989
8191,одвај чуен збор,1989,1989
8192,да ја стопли душа на неколцина барем,1989,1989
8193,околу себе,1989,1989
8194,барем на толку,1989,1989
8195,колку што може да засити сам,1989,1989
8196,со еден сомун топол леб,1989,1989
8197,што им го крши со раце,1989,1989
8198,па што дека останала слава,1989,1989
8199,мај,1989,1989
8200,нема утеха за оваа мај,1989,1989
8201,по смрт на единствен син,1989,1989
8202,секој збор на поткрепа,1989,1989
8203,треба трипати да го премериш,1989,1989
8204,пред да го каже,1989,1989
8205,таа презира плитко сочувство,1989,1989
8206,кое ништо не разбира,1989,1989
8207,таа не сака да се смали болка,1989,1989
8208,ами да придобива со секој ден величие,1989,1989
8209,и сè подлабока содржина,1989,1989
8210,таа сам се претвора во неа,1989,1989
8211,и сама како прочистена болка,1989,1989
8212,се креп и уште се одржи,1989,1989
8213,кнез андреј,1989,1989
8214,те сфаќа добро кога,1989,1989
8215,смртно ранет,1989,1989
8216,ти прости редум секому и сè,1989,1989
8217,суета,1989,1989
8218,подлост,1989,1989
8219,изневера,1989,1989
8220,пак,1989,1989
8221,така се прости заправо од злоста,1989,1989
8222,што живот го креп,1989,1989
8223,и дури тогаш во твој душа,1989,1989
8224,на истек дури,1989,1989
8225,со нов смисла и подлабока,1989,1989
8226,зазвучи збор на свет книга,1989,1989
8227,што си ја чита сама површно,1989,1989
8228,занает,1989,1989
8229,што лош занает,1989,1989
8230,да прави и тоа,1989,1989
8231,за непознат муштерија,1989,1989
8232,молитва гачки клетва и плачки,1989,1989
8233,да измисли дури нов пцост,1989,1989
8234,за стар злост,1989,1989
8235,да кроиш да заменуваш збор,1989,1989
8236,веќе излижани и ветви,1989,1989
8237,да ги редиш како за смешка,1989,1989
8238,не толку нешто за да рече,1989,1989
8239,ами повеќе како ѕвечалка да ѕвечат,1989,1989
8240,работа чуден залуден а тешка,1989,1989
8241,како не појде на столар дограмаџија,1989,1989
8242,или мак на чевлар кондураџија,1989,1989
8243,тоа ти е грешка,1989,1989
8244,сув дрво,1989,1989
8245,нему сама му се чини,1989,1989
8246,дека и тоа шуми,1989,1989
8247,меѓу сите дрвја во корија,1989,1989
8248,кога ветрот ќе задува,1989,1989
8249,и тие од корен јачат,1989,1989
8250,потребна му е голем мудрост,1989,1989
8251,да сфати дека не е така,1989,1989
8252,и дека сама привиди го мачи,1989,1989
8253,одмазда,1989,1989
8254,се чипчиме за живот,1989,1989
8255,бега од смрт,1989,1989
8256,гледа некако да ја залажеме,1989,1989
8257,секој отима,1989,1989
8258,не мисли за утре,1989,1989
8259,вјаса зема,1989,1989
8260,и сама најмилите,1989,1989
8261,понекогаш,1989,1989
8262,сака да ги накажеме,1989,1989
8263,со тоа,1989,1989
8264,што ќе нè снема,1989,1989
8265,да вида тие,1989,1989
8266,што сме им значеле ние,1989,1989
8267,тага,1989,1989
8268,го утопи тагата збор,1989,1989
8269,под сам кор на стих,1989,1989
8270,јас денеска тагувам горко,1989,1989
8271,јас тагувам денеска тихо,1989,1989
8272,и узрева мој тага,1989,1989
8273,со здив на ран есен,1989,1989
8274,по песок остава траг,1989,1989
8275,несигурен чекор и стресен,1989,1989
8276,со тревога глас ми звучи,1989,1989
8277,недоветно нешто да бладам,1989,1989
8278,но тагата мене ме учи,1989,1989
8279,да тивнам да траам да страда,1989,1989
8280,со тага се утопи збор,1989,1989
8281,под тврдата кор на стих,1989,1989
8282,јас денеска тагувам горко,1989,1989
8283,јас тагувам денеска тихо,1989,1989
8284,промени,1989,1989
8285,цел ноќ врне,1989,1989
8286,цел ноќ сонот ја преобрази,1989,1989
8287,мој мак,1989,1989
8288,се буди,1989,1989
8289,и се чуди што беше оваа тежина,1989,1989
8290,но веднаш се сеќава,1989,1989
8291,и мака го добива пак,1989,1989
8292,своето старо име,1989,1989
8293,има толку причини да се сожалува,1989,1989
8294,уште капе,1989,1989
8295,но наскоро може да настапи разведрување,1989,1989
8296,премала,1989,1989
8297,понекогаш му доаѓа на човек,1989,1989
8298,да се загреви над себеси,1989,1989
8299,се гледа како отстрана,1989,1989
8300,и сам себе се жал,1989,1989
8301,кутриот,1989,1989
8302,и овој,1989,1989
8303,уште нешто сака,1989,1989
8304,уште нешто плет,1989,1989
8305,чувај се од таква премала,1989,1989
8306,човече,1989,1989
8307,ти не си роден тукутака,1989,1989
8308,води смет,1989,1989
8309,вангел,1989,1989
8310,заради таквите луѓе,1989,1989
8311,сонце и нас нè грее,1989,1989
8312,збор ми е за вангела,1989,1989
8313,од варошко маало,1989,1989
8314,никој како него не е,1989,1989
8315,двете тополчиња ги памет,1989,1989
8316,кај средочнà вод на маркукуле,1989,1989
8317,како дете,1989,1989
8318,што капинка таму сум јаде,1989,1989
8319,и вие може сте чули,1989,1989
8320,а мене не ме зачуди,1989,1989
8321,кога разбрав,1989,1989
8322,дека тие две тополчиња,1989,1989
8323,некогаш,1989,1989
8324,не некој друг,1989,1989
8325,ами пак вангел ги садел,1989,1989
8326,на моите песна,1991,1991
8327,ретко ќе доаѓа некој до вас,1991,1991
8328,ќе биде и сосем заборавен,1991,1991
8329,како пат на почин,1991,1991
8330,што разгрнува го бршланот,1991,1991
8331,открива гроб плоча,1991,1991
8332,така некој случаен намерник,1991,1991
8333,под лисјата на вашите збор,1991,1991
8334,ќе насети скриен смисла,1991,1991
8335,тогаш сведочете за мене,1991,1991
8336,хотел,1991,1991
8337,сега,1991,1991
8338,од оваа раздалеч,1991,1991
8339,живот ми се чини,1991,1991
8340,иситнет на сит ден и ноќи,1991,1991
8341,во вашите соби,1991,1991
8342,случајно отворени за мене,1991,1991
8343,од охрид до иркутск,1991,1991
8344,од штип до бостон,1991,1991
8345,вкрст,1991,1991
8346,кој да го состави сега пак тој филм,1991,1991
8347,од измешан сликчиња,1991,1991
8348,сонува,1991,1991
8349,заборавен броеви,1991,1991
8350,загубен клуч,1991,1991
8351,расипан лифт,1991,1991
8352,некаде зафрлен багаж,1991,1991
8353,неплатен сметка,1991,1991
8354,да пропадне човек вземи од срам,1991,1991
8355,о случајни пристаништа,1991,1991
8356,за мој заскитана галија,1991,1991
8357,кој ќе ми го врати сега парчосаното време,1991,1991
8358,да го предоживеам,1991,1991
8359,мак во спомен,1991,1991
8360,како непрекинат тек,1991,1991
8361,боли сè што се видело и што се случи,1991,1991
8362,на одмор,1991,1991
8363,издржи сега уште малку,1991,1991
8364,кога тишина во зеленилово,1991,1991
8365,под мирно небо,1991,1991
8366,од сè на свет те исклучи,1991,1991
8367,издржи сега да не пукне,1991,1991
8368,и да не олцне нешто во свест,1991,1991
8369,што сепак знае,1991,1991
8370,привидно сама се чини,1991,1991
8371,дека ништо околу не се случи,1991,1991
8372,молитва,1991,1991
8373,дојди од некаде слатко спокој,1991,1991
8374,во самотната душа,1991,1991
8375,доста немир и бранувања,1991,1991
8376,да стане најпосле сам таа,1991,1991
8377,спокоен брег,1991,1991
8378,што го пречекува,1991,1991
8379,и го смири,1991,1991
8380,бес на секој бран,1991,1991
8381,ноќ,1991,1991
8382,оваа ноќ е опасен,1991,1991
8383,оваа ноќ е на трагичен порака,1991,1991
8384,таа почна со необично длабоко молчење,1991,1991
8385,на двата кипариса,1991,1991
8386,во стемнетиот двор,1991,1991
8387,таа продолжи со бесоница,1991,1991
8388,во која човек сè ќе си каже,1991,1991
8389,отворен,1991,1991
8390,и сè ќе си искоби,1991,1991
8391,до зора,1991,1991
8392,таа ќе заврши со гроза,1991,1991
8393,станување ноќе,1991,1991
8394,добро увежбана варијанта,1991,1991
8395,истај го ќебе лево до ѕид,1991,1991
8396,спушти ги нозете од друг страна,1991,1991
8397,полека сама во мрак,1991,1991
8398,тука чкрапни,1991,1991
8399,тука пак чкрапни,1991,1991
8400,пушти ја славина,1991,1991
8401,доста,1991,1991
8402,затвори,1991,1991
8403,сега назад по ист пат,1991,1991
8404,тука чкрапни,1991,1991
8405,тука пак чкрапни,1991,1991
8406,пак е сосема темен,1991,1991
8407,легни и покри се,1991,1991
8408,мало средување на мисла,1991,1991
8409,мижи да завене,1991,1991
8410,преображење,1991,1991
8411,нежно,1991,1991
8412,ме дели од постелата,1991,1991
8413,да не се сети што станува,1991,1991
8414,да не ме доболи,1991,1991
8415,да не ми биде тешко,1991,1991
8416,каже ми пат во натамошен живот,1991,1991
8417,правете место за потурнат човек,1991,1991
8418,секогаш,1991,1991
8419,друга рам го чека тело,1991,1991
8420,со веќе назначен нимб,1991,1991
8421,каде што лежи сега на грб,1991,1991
8422,трева била разгазена,1991,1991
8423,над мене зелен бор,1991,1991
8424,над него сино небо,1991,1991
8425,секогаш,1991,1991
8426,друга лулка го чека тело,1991,1991
8427,да го заниша,1991,1991
8428,да го занесе,1991,1991
8429,да го приспие,1991,1991
8430,така,1991,1991
8431,од лулка до гроб,1991,1991
8432,живот,1991,1991
8433,шуми водопади,1991,1991
8434,некаде пред нас,1991,1991
8435,и сè е посилен нивен шум,1991,1991
8436,течи животе,1991,1991
8437,течи мој единствен,1991,1991
8438,носи ме и мене низ нов предели,1991,1991
8439,до претскажаниот крај,1991,1991
8440,носи ме натаму,1991,1991
8441,сè до утоката,1991,1991
8442,до смирување,1991,1991
8443,во безимен шир,1991,1991
8444,трајност,1991,1991
8445,ова меѓу нас,1991,1991
8446,има почеток,1991,1991
8447,но нема крај,1991,1991
8448,и јас не го чека,1991,1991
8449,и ќе се претвора тоа по некој ред,1991,1991
8450,во болка тревога омраз презир,1991,1991
8451,во мачен внатрешен спор,1991,1991
8452,но и по смрт нема да исчезне,1991,1991
8453,ниту ќе тивне,1991,1991
8454,да се огласи,1991,1991
8455,дури пречистено,1991,1991
8456,од вакви запис на возбуден збор,1991,1991
8457,на мојот бастун,1991,1991
8458,полека се сродувам со тебе,1991,1991
8459,понекогаш ми се чини дека ти,1991,1991
8460,ми остануваш единствен опора,1991,1991
8461,во мојот преостанат живот,1991,1991
8462,барем најверна,1991,1991
8463,затоа,1991,1991
8464,и на тебе треба да пренесе,1991,1991
8465,дел од љубов,1991,1991
8466,забран,1991,1991
8467,страшен се овие работи,1991,1991
8468,овие мисли се клет,1991,1991
8469,поарно молчи за таков ѓаволски пород,1991,1991
8470,можеби никогаш со толку јасност,1991,1991
8471,друг нема вакво нешто да сети,1991,1991
8472,па зошто тогаш тоа да најде,1991,1991
8473,поткрепа во збор,1991,1991
8474,немир,1991,1991
8475,ова сето личи на,1991,1991
8476,кошмарен сплет,1991,1991
8477,ме тишти срце,1991,1991
8478,и нездраво мрзне снага,1991,1991
8479,а не знам што е главен причина,1991,1991
8480,дали болест,1991,1991
8481,дали старост,1991,1991
8482,дали тагата,1991,1991
8483,студен скулптура,1991,1991
8484,искапи се во студ,1991,1991
8485,исплискај се со студ,1991,1991
8486,по лице,1991,1991
8487,по врат,1991,1991
8488,по сета снага,1991,1991
8489,да влезе студ в коски,1991,1991
8490,и под нокти,1991,1991
8491,со спица,1991,1991
8492,да стане студен кип,1991,1991
8493,сталактит од мраз,1991,1991
8494,јасност,1991,1991
8495,не може да ја доврши мисла,1991,1991
8496,ја оставам по пат,1991,1991
8497,како овцине руна по трњето,1991,1991
8498,како облакон магла по долиштата,1991,1991
8499,како кога чека сонце да ѕирне,1991,1991
8500,а пак поклопи темничило,1991,1991
8501,ја влечкам,1991,1991
8502,како изнемоштен човек тежок товар,1991,1991
8503,што го остава секој час наземи,1991,1991
8504,да земе душа,1991,1991
8505,како да ја доврши мисла,1991,1991
8506,ми се отпушта како котел,1991,1991
8507,од игла плетачка,1991,1991
8508,како риба од јадица,1991,1991
8509,како птица од примка,1991,1991
8510,всушност,1991,1991
8511,се штрекам пред крајната јасност,1991,1991
8512,себепознавање,1991,1991
8513,се буди во мрак,1991,1991
8514,сосем е темен,1991,1991
8515,мине со рак по чело,1991,1991
8516,несомнен,1991,1991
8517,тој сум,1991,1991
8518,а не знам ни зошто ни како,1991,1991
8519,и не знам ни како ни зошто,1991,1991
8520,сум,1991,1991
8521,дури,1991,1991
8522,носител на судбина,1991,1991
8523,залез,1991,1991
8524,оваа болка е величествен залез,1991,1991
8525,на љубов,1991,1991
8526,како руменило на запад,1991,1991
8527,во летен приквечер,1991,1991
8528,неусетно скипнува раскошен прелив,1991,1991
8529,на боа,1991,1991
8530,се кинат една по една,1991,1991
8531,нежните жилки на жал,1991,1991
8532,предела,1991,1991
8533,оставете ме најпосле на мира вие луѓе,1991,1991
8534,со вашите план и нов проект,1991,1991
8535,со вашите собири тел симпозиум,1991,1991
8536,со сета врева јагма и шум,1991,1991
8537,јас се бори за уште малку разговор,1991,1991
8538,со птица,1991,1991
8539,и се бори за уште малку тишина,1991,1991
8540,меѓу тревка,1991,1991
8541,оставете ме да си починам,1991,1991
8542,што сум имал важно да каже,1991,1991
8543,сè е кажано,1991,1991
8544,понекогаш со толку звучен збор,1991,1991
8545,што дури ми иде срам,1991,1991
8546,внатрешен дијалог,1991,1991
8547,ти сака да ме увери,1991,1991
8548,дека сум јаден и лит,1991,1991
8549,и дека ништо во мојот живот,1991,1991
8550,не носи знак на величие,1991,1991
8551,но јас сум тој што се слуша,1991,1991
8552,од мене зависи сè,1991,1991
8553,ти сака да ме понижиш сосем,1991,1991
8554,да ми предочиш јасно,1991,1991
8555,дека се лаже сам,1991,1991
8556,и дека секој мој подем,1991,1991
8557,бил измислен,1991,1991
8558,сети се ми вели,1991,1991
8559,како се витка црвец во кал,1991,1991
8560,но сепак сè зависи од мене,1991,1991
8561,јас сум види чувар на свој гордост,1991,1991
8562,и не очекува да се помири,1991,1991
8563,со бесмислен ништожност,1991,1991
8564,напуштеност,1991,1991
8565,тоа се сите песна во твојот живот,1991,1991
8566,чуен некогаш,1991,1991
8567,во присуство на љубов,1991,1991
8568,тоа што сега го слуша,1991,1991
8569,далеку негде триста хор како да ги пее,1991,1991
8570,на триста место а едновремено,1991,1991
8571,така ти иде до слух,1991,1991
8572,тие пее,1991,1991
8573,но сè потихо сè потихо,1991,1991
8574,сè потихо,1991,1991
8575,и подалеку,1991,1991
8576,до молк,1991,1991
8577,се гаси постепено испреметкани слика,1991,1991
8578,скипнува нагло сета музика во свет,1991,1991
8579,не слуша веќе ништо,1991,1991
8580,именден,1991,1991
8581,утре е водица,1991,1991
8582,име на татко ти,1991,1991
8583,студ,1991,1991
8584,кој знае дали пак некој наш,1991,1991
8585,ќе појде на гробишта,1991,1991
8586,да запали свеќа,1991,1991
8587,да му светне на домаќин мој,1991,1991
8588,студ,1991,1991
8589,крв,1991,1991
8590,јасник,1991,1991
8591,овој јасник ноќеска,1991,1991
8592,сите јасник од сите зима,1991,1991
8593,досега,1991,1991
8594,како да ги збрал,1991,1991
8595,сè е скочането како мразулец,1991,1991
8596,и остро како сек од меч,1991,1991
8597,остар здив,1991,1991
8598,остар штрек,1991,1991
8599,студено остар жал,1991,1991
8600,темел,1991,1991
8601,о вие мили о вие љубен наши,1991,1991
8602,вие сте премногу важен за нас,1991,1991
8603,во живот,1991,1991
8604,на вас се креп наш душа,1991,1991
8605,и се исправаме колку што може,1991,1991
8606,простум,1991,1991
8607,камен сте ни темел,1991,1991
8608,а ломни,1991,1991
8609,преобразба,1991,1991
8610,тешко нам и тешко нему,1991,1991
8611,на стариот мој,1991,1991
8612,душа му знае како му е,1991,1991
8613,туку нека пречкрта барем уште дветри зима,1991,1991
8614,негов се видело,1991,1991
8615,така рече таа а јас вели,1991,1991
8616,никогаш не се губи љубовните збор,1991,1991
8617,сама се претвора во пепел,1991,1991
8618,како сè што горело,1991,1991
8619,живот,1991,1991
8620,сpоред окtоихоt,1991,1991
8621,што ти бил живот,1991,1991
8622,сон од привид да дели,1991,1991
8623,а секој земјанин со земја се стопи,1991,1991
8624,и цел свет да стане еднаш наш,1991,1991
8625,пак в гроб ќе се всели,1991,1991
8626,гроб,1991,1991
8627,и цар и убозите,1991,1991
8628,безнадежно,1991,1991
8629,ги поклопи,1991,1991
8630,опит,1991,1991
8631,земја си и во земја ќе се pреtвориш,1991,1991
8632,стопати сум го чул,1991,1991
8633,и стопати,1991,1991
8634,сам го имам повторувано,1991,1991
8635,а дури сега првпат сетив,1991,1991
8636,замислен над себе,1991,1991
8637,и над тие збор,1991,1991
8638,дека ништо не е речен,1991,1991
8639,пред да било од некого,1991,1991
8640,сосем така,1991,1991
8641,и почувствувано,1991,1991
8642,пролет,1991,1991
8643,неусетно од веков нас спомен нè дели,1991,1991
8644,и пролет ја снема штом младост ни свена,1991,1991
8645,и пролет во крај на спомен се сели,1991,1991
8646,со мирис на бозеј под мишките на жена,1991,1991
8647,странец,1991,1991
8648,тој заблудан беше а срце врел,1991,1991
8649,што нејќе да знае и нејќе да слуша,1991,1991
8650,му омиле едно лажовит тело,1991,1991
8651,му омиле една лажовит душа,1991,1991
8652,а сега е морен магија гине,1991,1991
8653,и сам си се чини пред себеси странец,1991,1991
8654,рамнодушен мисла низ ум му мине,1991,1991
8655,да оспори дури највозвишен занес,1991,1991
8656,но тој како милтон што жедно го слави,1991,1991
8657,на пролет цут а слеп стар и сломен,1991,1991
8658,презрениот лик го чека да се јави,1991,1991
8659,што сепак го вклучи во оплоден спомен,1991,1991
8660,град,1991,1991
8661,ти си древен о гради,1991,1991
8662,но беден е твој археологија,1991,1991
8663,без твоите слоеви,1991,1991
8664,овде в душа,1991,1991
8665,овде преку градиве ти ме раслојуваш,1991,1991
8666,по граница,1991,1991
8667,на младост,1991,1991
8668,зрел до,1991,1991
8669,и старост,1991,1991
8670,мисли дека се доближи,1991,1991
8671,а сега гледа зачуден,1991,1991
8672,бескрајно сме далеку одеднаш,1991,1991
8673,ме отфрли и мене како и толку друг,1991,1991
8674,јас tи pриоав во мислиtе,1991,1991
8675,како на родиtел шtо му се pриоа,1991,1991
8676,а ти ме пречека со ваков хмурен ден,1991,1991
8677,иако мајски,1991,1991
8678,за да ја подвлечеш студен оддалеченост,1991,1991
